Drug_use_number	Disease_number_within_Drug_Use	Disease_ratio_within_Drug_Use	p	expected_disease_ratio	odds_ratio	odds_ratio_ci_lower	odds_ratio_ci_higher	disease	drug
421	25	0.05938242280285035	0.3802002902720648	29.998380566801618	0.8140550635580457	0.537966205226125	1.2318350856740992	nervsyst	D07T1
12	1	0.08333333333333333	0.6900725681019848	0.8550607287449393	1.1852682421942384	0.15273321955286143	9.198135219483094	nervsyst	D08T1
2	1	0.5	0.32572132792305764	0.14251012145748987	13.056925996204933	0.8155405197783928	209.04334283316493	nervsyst	D09T1
23	3	0.13043478260869565	0.48450333616286556	1.6388663967611337	1.9605714285714286	0.5807146661423388	6.619154897645477	nervsyst	D11T1
460	29	0.06304347826086956	0.5396512611090467	32.77732793522267	0.8698557207221869	0.5907862427201822	1.2807491443762218	nervsyst	G01T1
44	9	0.20454545454545456	0.00161446927393268	3.1352226720647773	3.3924029727497937	1.6219091568703818	7.095587247147763	nervsyst	G02T1
975	90	0.09230769230769231	0.007465554127736659	69.47368421052632	1.3923844903645228	1.0979647295978416	1.7657530490235211	nervsyst	G03T1
31	1	0.03225806451612903	0.6199097762414362	2.208906882591093	0.4333965844402277	0.05898728413229763	3.184289667976266	nervsyst	H01T1
86	3	0.03488372093023256	0.26785683720780595	6.127935222672065	0.4680895008605852	0.14743517158309025	1.4861296559242596	nervsyst	H02T1
138	8	0.057971014492753624	0.6560817628047235	9.833198380566802	0.7990532544378698	0.3891332913026055	1.6407902322889119	nervsyst	H03T1
973	80	0.08221993833504625	0.17394216746019595	69.33117408906882	1.1976083826587747	0.9345051650657848	1.5347864215534892	nervsyst	J01T1
69	6	0.08695652173913043	0.7838579287807566	4.916599190283401	1.2441160372194855	0.535968486278284	2.887902467577284	nervsyst	J02T1
24	2	0.08333333333333333	0.8673710541912513	1.7101214574898786	1.185620463187003	0.27804380401452755	5.055663397031915	nervsyst	J06T1
170	18	0.10588235294117647	0.10422329305903459	12.11336032388664	1.5626934984520124	0.950878581311634	2.5681627687266877	nervsyst	J07T1
142	10	0.07042253521126761	0.8999279580340565	10.11821862348178	0.9871884871884872	0.5158605214786472	1.8891562130866288	nervsyst	L02T1
4	1	0.25	0.6759805747584795	0.28502024291497974	4.351043643263757	0.45181211502459295	41.90144565856863	nervsyst	L03T1
524	51	0.09732824427480916	0.020413430114679405	37.33765182186235	1.4487082319464943	1.0695066633844408	1.962358546386283	nervsyst	M01T1
17	1	0.058823529411764705	0.7852644719071376	1.211336032388664	0.8142789373814042	0.10777834828021467	6.1519794879312215	nervsyst	M02T1
313	26	0.08306709265175719	0.4728753378431917	22.302834008097165	1.1901522828546443	0.7886266495418748	1.7961128465630294	nervsyst	N01T1
1564	136	0.08695652173913043	0.007762104738735771	111.44291497975709	1.3250728862973762	1.081013536767669	1.6242332720925214	nervsyst	N02T1
54	9	0.16666666666666666	0.01351147824759064	3.847773279352227	2.6346820809248555	1.280874058706482	5.419385005389679	nervsyst	N03T1
186	10	0.053763440860215055	0.4267025521068982	13.253441295546558	0.7355651105651105	0.3865421609084115	1.3997335519859728	nervsyst	N05T1
210	25	0.11904761904761904	0.00945483120785354	14.963562753036438	1.7992047713717694	1.1734969439084577	2.758539616256103	nervsyst	N06T1
17	2	0.11764705882352941	0.7852644719071376	1.211336032388664	1.740684410646388	0.39701109546975744	7.6319837204604655	nervsyst	N07T1
60	4	0.06666666666666667	0.9098547755870928	4.275303643724697	0.9304798255179935	0.33611021959578496	2.5759190147125524	nervsyst	P01T1
8	1	0.125	0.9232723878165611	0.5700404858299595	1.8636486852805638	0.22886445319008686	15.175735566340961	nervsyst	P02T1
26	5	0.19230769230769232	0.04319861013822448	1.8526315789473684	3.1234635345534008	1.1730346141550563	8.316910970877148	nervsyst	P03T1
471	28	0.059447983014861996	0.348866950803418	33.561133603238865	0.8139593679458239	0.5496579741017129	1.2053492969869404	nervsyst	R01T1
11	3	0.2727272727272727	0.04411811654503643	0.7838056680161943	4.91	1.2987569101661556	18.562442140858927	nervsyst	R02T1
301	26	0.08637873754152824	0.35394923821130175	21.447773279352226	1.2443462513582035	0.8239536905305214	1.879228906993839	nervsyst	R03T1
166	8	0.04819277108433735	0.309803467722461	11.82834008097166	0.6547224926971762	0.3200100717304671	1.3395251597101305	nervsyst	R05T1
633	44	0.06951026856240126	0.9222061086352698	45.10445344129555	0.9712918660287081	0.7053299685922666	1.3375411949338127	nervsyst	R06T1
168	11	0.06547619047619048	0.8864160168214928	11.97085020242915	0.911370104350183	0.4913398542887131	1.6904703737205942	nervsyst	S01T1
55	4	0.07272727272727272	0.8255153221567426	3.919028340080972	1.0224517287831163	0.36811693508350407	2.8398789570885743	nervsyst	S02T1
5	1	0.2	0.8026332518936963	0.3562753036437247	3.26280834914611	0.36403400030624145	29.24429672586003	nervsyst	V01T1
54	9	0.16666666666666666	0.01351147824759064	3.847773279352227	2.6346820809248555	1.280874058706482	5.419385005389679	nervsyst	A10AT1
20	1	0.05	0.9480215764643816	1.4251012145748987	0.6854089683411565	0.0915773876308824	5.129928534061663	nervsyst	A10BT1
48	2	0.041666666666666664	0.6044522658838142	3.4202429149797573	0.5650520747230947	0.1367878528983292	2.3341535113223055	nervsyst	A11CT1
366	25	0.06830601092896176	0.9038982285012144	26.079352226720648	0.953370684981023	0.6288502911421749	1.4453609639431502	nervsyst	B03AT1
4541	320	0.07046905967848492	0.7759974844261381	323.5692307692308	0.9698758952490296	0.809151704764874	1.162525205898747	nervsyst	B03BT1
4507	319	0.07077878855114267	0.8789328894252744	321.14655870445347	0.9818277786155934	0.8192614916707467	1.1766521393497251	nervsyst	B03BB01T1
517	52	0.10058027079303675	0.009355303445645013	36.838866396761134	1.507563025210084	1.1153373028034868	2.03772102777147	nervsyst	G03AT1
29	4	0.13793103448275862	0.2997952458246991	2.0663967611336034	2.093740458015267	0.7259657759218808	6.038506567287141	nervsyst	G03CT1
244	21	0.0860655737704918	0.4307186303156869	17.386234817813765	1.2368455966248308	0.7836114962045034	1.9522263740385368	nervsyst	G03DT1
441	35	0.07936507936507936	0.557049476857515	31.42348178137652	1.13240539973421	0.7922554458345207	1.618596623209633	nervsyst	G03GT1
25	1	0.04	0.8265512286287349	1.7813765182186234	0.5422201138519924	0.07320993547103569	4.015884592358162	nervsyst	G03HT1
162	14	0.08641975308641975	0.5456870621053433	11.54331983805668	1.2392996108949417	0.7112138013209613	2.159496234060334	nervsyst	J01AT1
464	37	0.07974137931034483	0.5216852097460014	33.062348178137654	1.1391701684179398	0.8042114375998695	1.6136411544783629	nervsyst	J01CT1
96	5	0.052083333333333336	0.5924382454389612	6.840485829959515	0.7134452545542411	0.2887155825732877	1.7629950095151528	nervsyst	J01ET1
118	11	0.09322033898305085	0.45047505939882937	8.408097165991903	1.3471863193477829	0.7196599627209195	2.521900721246102	nervsyst	J01FT1
68	11	0.16176470588235295	0.007408097637541353	4.845344129554656	2.547592385218365	1.327804957984588	4.887936983661966	nervsyst	N02AT1
8	3	0.375	0.007957154301352387	0.5700404858299595	7.859428571428571	1.8731286488957493	32.97724238311282	nervsyst	N02AA05T1
1479	126	0.08519269776876268	0.023058079689604046	105.38623481781377	1.2808352913922627	1.0395208299316452	1.578168514221861	nervsyst	N02BT1
56	2	0.03571428571428571	0.43711123195989343	3.9902834008097168	0.4807773553020701	0.1168960431440949	1.9773711680413675	nervsyst	N02CT1
25	2	0.08	0.8265512286287349	1.7813765182186234	1.1339064308150106	0.266613725822494	4.8224966283230914	nervsyst	N05AT1
116	7	0.0603448275862069	0.7806233877960556	8.265587044534414	0.8348623853211009	0.3867875569708787	1.8020104056152875	nervsyst	N05BT1
52	2	0.038461538461538464	0.5143956145768062	3.705263157894737	0.5195437262357414	0.12606794833136506	2.1411126860050813	nervsyst	N05CT1
198	24	0.12121212121212122	0.008542794608360067	14.108502024291498	1.8357963875205254	1.1867363482734288	2.8398459197248065	nervsyst	N06AT1
25	5	0.2	0.034244969764687744	1.7813765182186234	3.2801147227533463	1.226140589777197	8.77481153802952	nervsyst	N06AAT1
154	18	0.11688311688311688	0.03882455984316853	10.97327935222672	1.7506920415224914	1.0621010876030328	2.8857164916073605	nervsyst	N06ABT1
27	5	0.18518518518518517	0.053517482027843774	1.9238866396761134	2.981053363462541	1.1243247016002413	7.904014866135188	nervsyst	N06AXT1
15	1	0.06666666666666667	0.6648676641930806	1.0688259109311742	0.9308755760368663	0.12217283652313174	7.092651384073442	nervsyst	N06BT1
43	4	0.09302325581395349	0.7954545874970262	3.0639676113360323	1.3394010569583088	0.47681996648783276	3.762416252396624	nervsyst	P01AT1
463	26	0.056155507559395246	0.2258552574619352	32.99109311740891	0.7638553338134875	0.5089951131112229	1.1463272553420703	nervsyst	R01AT1
241	20	0.08298755186721991	0.5534955398778442	17.17246963562753	1.1866248619375066	0.7442662699050473	1.8919016216438869	nervsyst	R03AT1
140	11	0.07857142857142857	0.8619456177679998	9.975708502024291	1.1138050470064325	0.5979116620920283	2.0748243618403626	nervsyst	R03BT1
7	1	0.14285714285714285	0.9985754940942478	0.4987854251012146	2.174573055028463	0.2613163705660372	18.09594998358828	nervsyst	R03DT1
56	3	0.05357142857142857	0.79822175062433	3.9902834008097168	0.7362803234501347	0.2293060986750974	2.36412689340612	nervsyst	R05CT1
88	4	0.045454545454545456	0.4604907185484908	6.270445344129555	0.6177753544165758	0.22568787367703358	1.6910363073856323	nervsyst	R05DT1
60	3	0.05	0.6960441795094083	4.275303643724697	0.6842105263157895	0.2135550180000827	2.192147244796411	nervsyst	S01AT1
73	7	0.0958904109589041	0.5527427004083718	5.20161943319838	1.3875414412842435	0.6334113087744936	3.039527751732315	nervsyst	S01GT1
42	1	0.023809523809523808	0.9173486428406444	0.5781376518218624	1.7548901231586573	0.23906689450994287	12.88191470706424	anenceph	A01T1
605	14	0.023140495867768594	0.0596710869772447	8.327935222672064	1.8081449007844947	1.0223594181431293	3.1978851314061534	anenceph	A02T1
126	2	0.015873015873015872	0.8565438745714219	1.734412955465587	1.1587096774193548	0.2826347522659026	4.750329199723244	anenceph	A03T1
330	5	0.015151515151515152	0.9836070842067918	4.5425101214574894	1.1075337034099921	0.44773718919866456	2.739622559350963	anenceph	A06T1
71	1	0.014084507042253521	0.6251697403321035	0.977327935222672	1.0237623762376238	0.14083387971240913	7.442026060348277	anenceph	A07T1
1941	34	0.01751674394641937	0.12409305817946217	26.718218623481782	1.4160985841636078	0.9351331062200905	2.1444382481291475	anenceph	A11T1
32	1	0.03125	0.9278972713961753	0.4404858299595142	2.3241775790482273	0.31423371441632436	17.190394191101024	anenceph	A12T1
91	2	0.02197802197802198	0.82280640989951	1.2526315789473683	1.622247191011236	0.39399996587849906	6.679406539734052	anenceph	B01T1
4675	63	0.013475935828877005	0.860229946076746	64.35222672064778	0.9442924811528455	0.6316127239022546	1.4117642919742572	anenceph	B03T1
111	1	0.009009009009009009	0.981706831646306	1.5279352226720648	0.6478847884788479	0.08957621729638005	4.686006082992349	anenceph	C05T1
83	2	0.024096385542168676	0.734850800615851	1.14251012145749	1.7844444444444445	0.432741479311394	7.358300804386975	anenceph	C07T1
256	5	0.01953125	0.5941129618974891	3.5238866396761135	1.449254528278638	0.5847599841982042	3.59179619757331	anenceph	D01T1
174	2	0.011494252873563218	0.9449570104833989	2.3951417004048583	0.8297674418604651	0.20301998755487843	3.3913607022833068	anenceph	D02T1
20	2	0.1	0.01859626258299029	0.27530364372469635	8.1	1.85470419422637	35.37491326338807	anenceph	D04T1
226	2	0.008849557522123894	0.723168036699791	3.110931174089069	0.6325	0.1550395659164673	2.5803493942671625	anenceph	D06T1
421	8	0.019002375296912115	0.4627719463748906	5.795141700404859	1.4208438514244501	0.6856534263750934	2.9443406427699537	anenceph	D07T1
23	2	0.08695652173913043	0.0339130972906857	0.31659919028340083	6.94	1.6056686251887597	29.99597752888644	anenceph	D11T1
460	8	0.017391304347826087	0.6293654276722829	6.331983805668016	1.2909056674825834	0.6232913888767071	2.67360896055679	anenceph	G01T1
44	4	0.09090909090909091	0.00017259988520196309	0.605668016194332	7.416326530612245	2.603150408680772	21.128974732019746	anenceph	G02T1
975	23	0.02358974358974359	0.00740955399950152	13.421052631578947	1.9437825763216678	1.215663470286134	3.1080071058830074	anenceph	G03T1
138	1	0.007246376811594203	0.7682222637795966	1.8995951417004049	0.5182481751824818	0.0717774723530849	3.7418588628863705	anenceph	H03T1
973	17	0.017471736896197326	0.3591108946950903	13.393522267206478	1.3288702928870293	0.785980720940862	2.24674245597753	anenceph	J01T1
170	7	0.041176470588235294	0.005601314255141767	2.340080971659919	3.2298999031320634	1.4759516074599768	7.068154085489152	anenceph	J07T1
4	1	0.25	0.05614823217826319	0.05506072874493927	24.10891089108911	2.4865767877885965	233.75090896404305	anenceph	L03T1
524	10	0.019083969465648856	0.3737262008630743	7.2129554655870445	1.436728133987481	0.7435102091092894	2.7762735544196575	anenceph	M01T1
17	1	0.058823529411764705	0.579358982257685	0.2340080971659919	4.512376237623762	0.5927504643503457	34.350946198224946	anenceph	M02T1
313	2	0.006389776357827476	0.37000000635732844	4.3085020242914975	0.449967845659164	0.11048512974426973	1.8325639169342653	anenceph	N01T1
1564	26	0.016624040920716114	0.331894832175209	21.528744939271256	1.2834508247211005	0.8193141912898722	2.0105181101330185	anenceph	N02T1
186	1	0.005376344086021506	0.4991646963741314	2.5603238866396762	0.3812148782445812	0.052895573262493736	2.74739027165578	anenceph	N05T1
210	5	0.023809523809523808	0.33358213817709037	2.8906882591093117	1.7860196127734473	0.7192821015784615	4.434791370744895	anenceph	N06T1
60	2	0.03333333333333333	0.4532914368108518	0.8259109311740891	2.5	0.6022681616076282	10.377437159083652	anenceph	P01T1
26	1	0.038461538461538464	0.810632328188085	0.35789473684210527	2.8843564356435643	0.387089143505019	21.49249646349377	anenceph	P03T1
471	4	0.008492569002123142	0.4176244239543162	6.483400809716599	0.5979111130533584	0.21904462416157838	1.6320770275968852	anenceph	R01T1
301	1	0.0033222591362126247	0.18186739093563345	4.14331983805668	0.2312871287128713	0.032157002982494194	1.6635174595519813	anenceph	R03T1
166	2	0.012048192771084338	0.8848388472191695	2.28502024291498	0.871219512195122	0.21307969942890595	3.5621574484281373	anenceph	R05T1
633	8	0.01263823064770932	0.9393344705412815	8.71336032388664	0.9100255319148937	0.4400968413194723	1.8817369064819598	anenceph	R06T1
55	1	0.01818181818181818	0.7652231013927286	0.757085020242915	1.33003300330033	0.18221846881935838	9.708059788504597	anenceph	S02T1
366	4	0.01092896174863388	0.8044637055165181	5.038056680161944	0.7831773593415267	0.28657762875764786	2.140316321424639	anenceph	B03AT1
4541	62	0.013653380312706452	0.9987437286330355	62.50769230769231	0.9790020093770931	0.6560716431654071	1.4608845609301038	anenceph	B03BT1
4507	62	0.013756378966052807	0.9250925945234899	62.03967611336032	0.9983464566929133	0.6690431895134241	1.4897328949961588	anenceph	B03BB01T1
517	13	0.025145067698259187	0.03512989192153997	7.1165991902834005	1.9719101123595506	1.0942470437382001	3.553520672938789	anenceph	G03AT1
244	6	0.02459016393442623	0.23154603398078508	3.3587044534412955	1.8566176470588236	0.8056754251151248	4.278433944882569	anenceph	G03DT1
441	10	0.022675736961451247	0.14837068945667917	6.0704453441295545	1.734338747099768	0.8965499155920903	3.355006606302702	anenceph	G03GT1
162	2	0.012345679012345678	0.8539228849740454	2.2299595141700403	0.8935	0.21848357567706908	3.654014941516681	anenceph	J01AT1
464	11	0.023706896551724137	0.09053070500434567	6.387044534412955	1.8291972927734517	0.9714592912164044	3.4442644855453626	anenceph	J01CT1
96	1	0.010416666666666666	0.8749148262007365	1.3214574898785425	0.7517457008858781	0.10379132925524288	5.444786215336517	anenceph	J01ET1
68	2	0.029411764705882353	0.5554014957739701	0.9360323886639677	2.1945454545454544	0.5301763925499264	9.083825345189409	anenceph	N02AT1
8	1	0.125	0.23653603840978954	0.11012145748987855	10.326732673267326	1.2589332470575612	84.7077539292684	anenceph	N02AA05T1
1479	24	0.016227180527383367	0.4332809145888339	20.358704453441295	1.2377478191911182	0.7805163825658047	1.9628283251097578	anenceph	N02BT1
56	1	0.017857142857142856	0.7551787817482949	0.7708502024291498	1.3056705670567057	0.17893895208688648	9.527135426893523	anenceph	N02CT1
116	1	0.008620689655172414	0.9380530282494804	1.5967611336032388	0.6192854068015498	0.08565493546630877	4.477435106214177	anenceph	N05BT1
198	5	0.025252525252525252	0.27260231233146354	2.7255060728744938	1.9002724213450137	0.7648055543312735	4.721507649721291	anenceph	N06AT1
25	3	0.12	0.000209850682614688	0.3441295546558704	10.03581267217631	2.955571437087794	34.07717868942948	anenceph	N06AAT1
154	2	0.012987012987012988	0.7904721275414681	2.119838056680162	0.9415789473684211	0.2301369103703037	3.852362981239646	anenceph	N06ABT1
27	1	0.037037037037037035	0.8318188529840825	0.37165991902834006	2.7730388423457732	0.37269813679985747	20.632634461727534	anenceph	N06AXT1
43	2	0.046511627906976744	0.23325644653292052	0.5919028340080972	3.544878048780488	0.8458158794192847	14.856850866116815	anenceph	P01AT1
463	3	0.0064794816414686825	0.23655880436757382	6.373279352226721	0.4511198945981555	0.14248791406434666	1.428255586718373	anenceph	R01AT1
140	1	0.007142857142857143	0.7544405526925617	1.9271255060728745	0.5106489066172805	0.07073218700022896	3.6866144945946537	anenceph	R03BT1
56	1	0.017857142857142856	0.7551787817482949	0.7708502024291498	1.3056705670567057	0.17893895208688648	9.527135426893523	anenceph	R05CT1
42	1	0.023809523809523808	0.6930743904664702	0.8615384615384616	1.1657244387013406	0.15930815392379072	8.530093617402825	spinabif	A01T1
605	10	0.01652892561983471	0.5674995829995081	12.41025641025641	0.7886140371641615	0.41305017184703624	1.505657525407515	spinabif	A02T1
126	3	0.023809523809523808	0.9572232309430243	2.5846153846153848	1.1679489278114257	0.3673329526150635	3.713537509403178	spinabif	A03T1
330	3	0.00909090909090909	0.19398512932804698	6.769230769230769	0.42675943599532046	0.13535900841894397	1.3454857444534507	spinabif	A06T1
65	3	0.046153846153846156	0.30517678866637055	1.3333333333333333	2.3368694522623943	0.7253301958286954	7.528928022468374	spinabif	A10T1
1941	37	0.0190623390005152	0.6660523754818257	39.815384615384616	0.9047223237120935	0.6223563005476326	1.315199158910682	spinabif	A11T1
3	1	0.3333333333333333	0.07405579460599075	0.06153846153846154	24.026490066225165	2.1669007552550794	266.40455198625966	spinabif	A16T1
91	2	0.02197802197802198	0.7849695183348537	1.8666666666666667	1.074007490636704	0.262031672086856	4.4021094120309225	spinabif	B01T1
4675	89	0.019037433155080215	0.27725366444125576	95.8974358974359	0.8230985954492278	0.5939917638498173	1.140573555160917	spinabif	B03T1
111	3	0.02702702702702703	0.8803641332579532	2.276923076923077	1.3329604772557793	0.41844645337225206	4.2461433705720015	spinabif	C05T1
83	1	0.012048192771084338	0.8746572311907257	1.7025641025641025	0.5795509610725247	0.08014194076307342	4.191055435917865	spinabif	C07T1
12	1	0.08333333333333333	0.6048824368261269	0.24615384615384617	4.363034316676701	0.5597409560512263	34.00871107019084	spinabif	C09T1
256	4	0.015625	0.736014105800988	5.251282051282051	0.7513942513942514	0.2761308061843248	2.0446589383853313	spinabif	D01T1
174	2	0.011494252873563218	0.562799620827607	3.5692307692307694	0.5493023255813954	0.1350117279598008	2.2348654405709785	spinabif	D02T1
15	1	0.06666666666666667	0.7258478326369091	0.3076923076923077	3.4266792809839166	0.447734737129124	26.225641928109138	spinabif	D05T1
226	3	0.01327433628318584	0.5882486394102533	4.635897435897436	0.6351762121166521	0.20098554761027373	2.0073523954129064	spinabif	D06T1
421	3	0.007125890736342043	0.06901875876826485	8.635897435897435	0.32946918852959123	0.10461677076864866	1.0375960316190274	spinabif	D07T1
23	1	0.043478260869565216	0.9668531525878554	0.4717948717948718	2.1782059000602048	0.2917140117132537	16.264494513622733	spinabif	D11T1
460	7	0.015217391304347827	0.5108474959790931	9.435897435897436	0.725203623353886	0.33766221781667555	1.5575337351220584	spinabif	G01T1
44	2	0.045454545454545456	0.523927314015848	0.9025641025641026	2.290793650793651	0.5494682436947933	9.550571139888113	spinabif	G02T1
975	18	0.018461538461538463	0.7161017995374765	20.0	0.884433631216956	0.5382120867014344	1.4533728754061535	spinabif	G03T1
86	1	0.011627906976744186	0.8398458428951	1.764102564102564	0.5588624853915076	0.07731337831758839	4.039757211164586	spinabif	H02T1
138	3	0.021739130434782608	0.8410746526137335	2.830769230769231	1.0623415361670394	0.3345195044884271	3.3737032499544073	spinabif	H03T1
973	21	0.02158273381294964	0.8955494744753065	19.95897435897436	1.0618545127974854	0.6665080902665248	1.691704906233782	spinabif	J01T1
69	4	0.057971014492753624	0.075276791612227	1.4153846153846155	2.9908523908523907	1.0755579352759455	8.316797943174018	spinabif	J02T1
24	2	0.08333333333333333	0.14608528537991966	0.49230769230769234	4.385454545454546	1.0220010760247566	18.818191116838012	spinabif	J06T1
170	5	0.029411764705882353	0.5792941561213609	3.4871794871794872	1.4621727478870337	0.5917643912571127	3.6128384476155757	spinabif	J07T1
142	2	0.014084507042253521	0.8050799348298997	2.9128205128205127	0.6779047619047619	0.16631816491373708	2.763106882832102	spinabif	L02T1
524	17	0.03244274809160305	0.06595828050303962	10.748717948717948	1.6767769742128718	1.0044682930196858	2.7990739387085504	spinabif	M01T1
313	9	0.02875399361022364	0.39682085407717993	6.420512820512821	1.4396853146853146	0.7269756665032212	2.8511185460859885	spinabif	N01T1
1564	37	0.023657289002557546	0.37491801580178685	32.08205128205128	1.2075225648472423	0.830151818396273	1.7564386565244268	spinabif	N02T1
54	7	0.12962962962962962	2.0382118177747953e-07	1.1076923076923078	7.406749816581071	3.2920294237763272	16.66447524715416	spinabif	N03T1
186	3	0.016129032258064516	0.8687619659663395	3.8153846153846156	0.7784134668280339	0.24590732538088506	2.464048292992978	spinabif	N05T1
210	7	0.03333333333333333	0.27892554114977214	4.3076923076923075	1.6777645659928657	0.7758997358210483	3.6279093920847187	spinabif	N06T1
60	1	0.016666666666666666	0.8055211032025371	1.2307692307692308	0.8080592659108766	0.1112268274462533	5.870524155154444	spinabif	P01T1
26	3	0.11538461538461539	0.0064144283003686525	0.5333333333333333	6.333527866939014	1.8810836562434614	21.324716265623287	spinabif	P03T1
471	7	0.014861995753715499	0.46777268331216626	9.661538461538461	0.7068668252080856	0.32916750608957096	1.5179527120267893	spinabif	R01T1
301	11	0.036544850498338874	0.07252498904800223	6.174358974358975	1.8744925409635609	1.0036321221613658	3.501006203907737	spinabif	R03T1
166	2	0.012048192771084338	0.6161874866283381	3.405128205128205	0.5767479674796748	0.1417025489799027	2.3474399041270093	spinabif	R05T1
633	15	0.023696682464454975	0.656808692117574	12.984615384615385	1.1763872156473674	0.685962249497827	2.017438834500979	spinabif	R06T1
168	3	0.017857142857142856	0.9763492851727315	3.4461538461538463	0.8655277608297742	0.27315618120376006	2.7425273756048987	spinabif	S01T1
54	3	0.05555555555555555	0.1797342758738339	1.1076923076923078	2.845242795104619	0.8781049749066555	9.219178565700874	spinabif	A10AT1
20	1	0.05	0.8872671174432899	0.41025641025641024	2.5231788079470197	0.33560905923251527	18.969783805693314	spinabif	A10BT1
48	1	0.020833333333333332	0.6205433888048582	0.9846153846153847	1.016063125264196	0.13927357800941953	7.412635542771954	spinabif	A11CT1
366	7	0.01912568306010929	0.9976786377577774	7.507692307692308	0.9277302852751897	0.4313365500710181	1.9953873189626001	spinabif	B03AT1
4541	86	0.01893855978859282	0.263289820389272	93.14871794871794	0.8198415127708057	0.5928327544697249	1.133776939608433	spinabif	B03BT1
4507	86	0.01908142888839583	0.3177113579647043	92.45128205128205	0.8361676022838656	0.6046473889234817	1.1563371841462313	spinabif	B03BB01T1
517	10	0.019342359767891684	0.9730211051876562	10.605128205128205	0.9377170319748868	0.4907232214519107	1.7918720647744175	spinabif	G03AT1
29	1	0.034482758620689655	0.9008948397206376	0.5948717948717949	1.7100283822138127	0.23115980661920746	12.650110374914181	spinabif	G03CT1
244	4	0.01639344262295082	0.8165474091595646	5.005128205128205	0.7903153153153153	0.2903235674273305	2.151386823869495	spinabif	G03DT1
441	7	0.015873015873015872	0.5922310680740432	9.046153846153846	0.7590656284760845	0.3533432765106742	1.6306540031656342	spinabif	G03GT1
162	6	0.037037037037037035	0.2224502974292132	3.3230769230769233	1.8709167544783982	0.8144285427014037	4.2978964005579	spinabif	J01AT1
464	7	0.015086206896551725	0.49484523131019176	9.517948717948718	0.7184335622123292	0.33452617681662594	1.5429189674326362	spinabif	J01CT1
96	1	0.010416666666666666	0.7338025733621301	1.9692307692307693	0.49933774834437084	0.06916181988429647	3.605142076058061	spinabif	J01ET1
