Drug_use_number	Disease_number_within_Drug_Use	Disease_ratio_within_Drug_Use	p	expected_disease_ratio	odds_ratio	odds_ratio_ci_lower	odds_ratio_ci_higher	disease	drug
2	1	0.5	0.32572132792305764	0.14251012145748987	13.056925996204933	0.8155405197783928	209.04334283316493	nervsyst	nortriptyline
73	4	0.0547945205479452	0.7483621963054236	5.20161943319838	0.7537338201128443	0.274004242437184	2.0733791073039427	nervsyst	cetirizine
9	1	0.1111111111111111	0.8546445483326515	0.6412955465587045	1.6304554079696394	0.2035419561998253	13.060623406643476	nervsyst	clonazepam
11	3	0.2727272727272727	0.04411811654503643	0.7838056680161943	4.91	1.2987569101661556	18.562442140858927	nervsyst	cabergoline
66	5	0.07575757575757576	0.9223380922203838	4.702834008097166	1.0690217220951008	0.42770530835705495	2.67195056965985	nervsyst	paroxetine
39	1	0.02564102564102564	0.4247560832594134	2.778947368421053	0.34175571756716266	0.04683050367932872	2.4940361797005663	nervsyst	sumatriptan
2	1	0.5	0.32572132792305764	0.14251012145748987	13.056925996204933	0.8155405197783928	209.04334283316493	nervsyst	fentanyl
4594	62	0.013495864170657379	0.8796317933283748	63.237246963562754	0.9494263018534863	0.636239047950433	1.416779283753443	anenceph	foliumzuur
10	1	0.1	0.3250675198660988	0.13765182186234817	8.029702970297029	1.007883743952135	63.971792558506635	anenceph	oxycodon
93	1	0.010752688172043012	0.8439139130036721	1.2801619433198381	0.7765820060266896	0.10718471880313048	5.626544705427011	anenceph	hydroxocobalamine
3	1	0.3333333333333333	0.02300105935365218	0.04129554655870445	36.16831683168317	3.25342812369915	402.0826933006434	anenceph	Tramadolparacetamol
209	2	0.009569377990430622	0.8204297253148847	2.876923076923077	0.6860869565217391	0.16809078200089114	2.8003636267619156	anenceph	omeprazol
12	1	0.08333333333333333	0.40641923422363846	0.1651821862348178	6.567956795679568	0.840036820406506	51.35257815132235	anenceph	venlafaxine
7	1	0.14285714285714285	0.19019382388315048	0.09635627530364373	12.049504950495049	1.4375391526410308	100.99938445868546	anenceph	clomipramine
248	1	0.004032258064516129	0.2887362845476136	3.4137651821862347	0.28304004489517776	0.03932512364252499	2.037162495469787	anenceph	salbutamol
2	1	0.5	0.004134444448693606	0.027530364372469637	72.34653465346534	4.493863807956899	1164.7039830396345	anenceph	nortriptyline
73	1	0.0136986301369863	0.6171830720718735	1.0048582995951416	0.995049504950495	0.136936599312169	7.230525091725701	anenceph	cetirizine
11	1	0.09090909090909091	0.36667646746695026	0.151417004048583	7.225742574257426	0.9163695631842396	56.97630939204261	anenceph	cabergoline
66	1	0.015151515151515152	0.6646553606801502	0.908502024291498	1.1032749428789033	0.15161067825284977	8.02856113838122	anenceph	paroxetine
39	1	0.02564102564102564	0.9595116168773129	0.5368421052631579	1.89421573736321	0.2575689982244381	13.93045469139853	anenceph	sumatriptan
4594	86	0.01872006965607314	0.1914986239554961	94.23589743589744	0.7948831706595682	0.5747707874850346	1.0992890883729167	spinabif	foliumzuur
47	3	0.06382978723404255	0.11283895620243098	0.9641025641025641	3.301098230628432	1.013624418331991	10.750776452475932	spinabif	citalopram
10	1	0.1	0.5103545761811531	0.20512820512820512	5.334069168506255	0.6715648640702983	42.36715679549111	spinabif	lamotrigine
15	1	0.06666666666666667	0.7258478326369091	0.3076923076923077	3.4266792809839166	0.447734737129124	26.225641928109138	spinabif	carbamazepine
29	7	0.2413793103448276	9.101765965302347e-15	0.5948717948717949	15.878369905956113	6.677159398073996	37.758965428187494	spinabif	valproinezuur
34	2	0.058823529411764705	0.33042634723563763	0.6974358974358974	3.0108333333333333	0.7150087373059765	12.678330890426356	spinabif	Tramadol
93	2	0.021505376344086023	0.7640715957155332	1.9076923076923078	1.0501098901098902	0.2562873927988482	4.302711769252358	spinabif	hydroxocobalamine
209	2	0.009569377990430622	0.37631886083331856	4.287179487179487	0.454170692431562	0.11177981268921644	1.845333364775483	spinabif	omeprazol
65	1	0.015384615384615385	0.8835385166367402	1.3333333333333333	0.7444122516556292	0.1025975482707861	5.4011972971560125	spinabif	prednisolon
248	6	0.024193548387096774	0.8507892599753636	5.087179487179487	1.1914411864598664	0.5213884872947511	2.7225996265437336	spinabif	salbutamol
11	1	0.09090909090909091	0.5592017621526224	0.22564102564102564	4.8	0.610596572580083	37.73358881240395	spinabif	cabergoline
66	2	0.030303030303030304	0.8985542458546627	1.353846153846154	1.49875	0.3634846869103109	6.179769446667934	spinabif	paroxetine
4594	11	0.00239442751414889	0.49393685547641875	13.019433198380566	0.6734889810168012	0.2856633434275136	1.5878390349588039	encephal	foliumzuur
47	1	0.02127659574468085	0.31265309238677824	0.1331983805668016	7.981521739130435	1.0491189444141076	60.72208457525121	encephal	citalopram
3	1	0.3333333333333333	9.342995331454555e-08	0.008502024291497975	184.675	16.09253477506703	2119.296686426331	encephal	escitalopram
209	2	0.009569377990430622	0.2308771549939013	0.5923076923076923	3.652173913043478	0.845154246984262	15.782177441230692	encephal	omeprazol
65	2	0.03076923076923077	0.002045093212336184	0.18421052631578946	12.240601503759398	2.7920692725169736	53.66354146319849	encephal	prednisolon
248	2	0.008064516129032258	0.33276024270724724	0.702834008097166	3.0564826700898586	0.7080153894078139	13.194750357578235	encephal	salbutamol
73	1	0.0136986301369863	0.5166270706331788	0.2068825910931174	5.08125	0.672887450451295	38.37060944617643	encephal	cetirizine
4594	159	0.03461036134087941	0.16400737117119557	170.49257759784075	0.8344672083349531	0.6537557930715813	1.0651309390540045	ntd	foliumzuur
10	1	0.1	0.829189410835055	0.37112010796221323	2.889699918896999	0.36481996910887804	22.88900369590571	ntd	oxycodon
47	4	0.0851063829787234	0.17411953999634214	1.7442645074224021	2.434394576503905	0.8676141966573458	6.83054401016462	ntd	citalopram
10	1	0.1	0.829189410835055	0.37112010796221323	2.889699918896999	0.36481996910887804	22.88900369590571	ntd	lamotrigine
15	1	0.06666666666666667	0.9382288237257335	0.5566801619433198	1.8563607924921794	0.24323613883457182	14.167612627027893	ntd	carbamazepine
29	7	0.2413793103448276	9.379544144900556e-08	1.0762483130904184	8.444877883310719	3.5763271426135383	19.941118253492224	ntd	valproinezuur
34	2	0.058823529411764705	0.8285270383782564	1.261808367071525	1.6261446886446886	0.3877284184956598	6.820099900510472	ntd	Tramadol
93	3	0.03225806451612903	0.9786042127817165	3.451417004048583	0.8633578431372549	0.271559163316292	2.7448411469674503	ntd	hydroxocobalamine
3	1	0.3333333333333333	0.23511363227685222	0.11133603238866396	13.016423357664234	1.1767136745103903	143.9834351346707	ntd	escitalopram
3	1	0.3333333333333333	0.23511363227685222	0.11133603238866396	13.016423357664234	1.1767136745103903	143.9834351346707	ntd	Tramadolparacetamol
209	6	0.028708133971291867	0.6409542973236644	7.756410256410256	0.761660592964272	0.3351322546448011	1.7310385700998832	ntd	omeprazol
12	1	0.08333333333333333	0.9334285148221593	0.44534412955465585	2.3636363636363638	0.3040791394296269	18.372772528834012	ntd	venlafaxine
7	1	0.14285714285714285	0.6308565782403943	0.25978407557354927	4.336374695863747	0.5202737672583231	36.14278998154999	ntd	clomipramine
65	3	0.046153846153846156	0.9538995933550268	2.412280701754386	1.2582424098671727	0.3924934558602956	4.033631486971503	ntd	prednisolon
248	9	0.036290322580645164	0.9193811928663095	9.203778677462887	0.9762481517601536	0.49622695743391015	1.9206140245656649	ntd	salbutamol
2	1	0.5	0.11118992182187094	0.07422402159244265	26.036496350364963	1.6242833423990533	417.3527638357207	ntd	nortriptyline
73	2	0.0273972602739726	0.8964447637261903	2.7091767881241564	0.7288861373368416	0.1778675277401786	2.9869139575487056	ntd	cetirizine
11	2	0.18181818181818182	0.08139388461904523	0.40823211875843457	5.800569800569801	1.2473500896035103	26.974471955966642	ntd	cabergoline
66	3	0.045454545454545456	0.973594189961881	2.4493927125506074	1.2380952380952381	0.38637186406430285	3.967369162105934	ntd	paroxetine
39	1	0.02564102564102564	0.9643458312589698	1.4473684210526316	0.6816173645793315	0.09324398822993775	4.982650790851778	ntd	sumatriptan
4594	81	0.017631693513278188	0.6590631911845266	78.1165991902834	1.1052071792599159	0.765344154121937	1.5959916888488448	hydrocep	foliumzuur
10	1	0.1	0.4193149369317579	0.1700404858299595	6.466666666666667	0.813121937786054	51.42866750297993	hydrocep	oxycodon
47	1	0.02127659574468085	0.7348868371009951	0.7991902834008097	1.2587826086956522	0.17223720869605497	9.199717459139949	hydrocep	citalopram
34	1	0.029411764705882353	0.917257826117954	0.5781376518218624	1.7578181818181817	0.23854273329832476	12.953338454734144	hydrocep	Tramadol
93	1	0.010752688172043012	0.9476307860708534	1.5813765182186235	0.6253913043478261	0.08647653921173648	4.522779092676656	hydrocep	hydroxocobalamine
209	2	0.009569377990430622	0.5673498950808157	3.5538461538461537	0.5514258999532492	0.13545672842335751	2.2447797660438553	hydrocep	omeprazol
27	1	0.037037037037037035	0.9513756117819172	0.4591093117408907	2.233230769230769	0.3006942824928908	16.586014297617915	hydrocep	fluoxetine
7	1	0.14285714285714285	0.2651563215174706	0.11902834008097166	9.704	1.1597042116943448	81.1996844112688	hydrocep	clomipramine
65	1	0.015384615384615385	0.7036669463719747	1.105263157894737	0.9025	0.12421993075179923	6.556969119773913	hydrocep	prednisolon
248	6	0.024193548387096774	0.521540587601253	4.217004048582996	1.4549586776859504	0.6345198523973815	3.33623092449421	hydrocep	salbutamol
11	1	0.09090909090909091	0.4651498387330649	0.18704453441295546	5.8192	0.7392979737849851	45.80438448469039	hydrocep	cabergoline
66	2	0.030303030303030304	0.7179153010338555	1.1222672064777328	1.8195564516129032	0.4404536460211601	7.51676302492701	hydrocep	paroxetine
2	1	0.5	0.010803208012154272	0.0340080971659919	58.264	3.623874365880485	936.7581083830423	hydrocep	fentanyl
4594	19	0.00413582934262081	0.5760224325172718	21.079082321187585	0.7755045537340619	0.3934363926088252	1.5286011262822266	microcep	foliumzuur
10	1	0.1	0.03347671511729098	0.04588394062078273	24.804713804713806	3.0554985425313963	201.36610061153004	microcep	oxycodon
47	1	0.02127659574468085	0.5381128971604618	0.2156545209176788	4.828722002635046	0.6467043452843244	36.05442942938729	microcep	citalopram
248	2	0.008064516129032258	0.7293063293213453	1.1379217273954116	1.8114837398373984	0.4316873491448951	7.601504529135199	microcep	salbutamol
9	1	0.1111111111111111	0.023584544272878642	0.04129554655870445	27.90909090909091	3.3945153056001796	229.46349780390278	microcep	clonazepam
4594	16	0.0034828036569438396	0.2640924603958156	13.019433198380566	1.964875491480996	0.7190305046170412	5.369362874359461	arhinenc	foliumzuur
209	2	0.009569377990430622	0.2308771549939013	0.5923076923076923	3.652173913043478	0.845154246984262	15.782177441230692	arhinenc	omeprazol
25	1	0.04	0.10581522446638855	0.0708502024291498	15.34375	1.9793224333491932	118.94507943515289	arhinenc	cyproteronethinylestradiol
65	2	0.03076923076923077	0.002045093212336184	0.18421052631578946	12.240601503759398	2.7920692725169736	53.66354146319849	arhinenc	prednisolon
248	3	0.012096774193548387	0.028992785599251423	0.702834008097166	4.8598639455782315	1.422110365291373	16.607907618120866	arhinenc	salbutamol
11	1	0.09090909090909091	0.007789661404674138	0.031174089068825912	36.895	4.509223589569209	301.8792477154695	arhinenc	cabergoline
4594	99	0.02154984762734001	0.7996279369848154	101.05560053981107	0.9470522803114572	0.6891300083535437	1.301507713741861	eyeanom	foliumzuur
10	1	0.1	0.5457498083121689	0.21997300944669365	4.964334705075446	0.6252753723111567	39.41402485264133	eyeanom	oxycodon
47	2	0.0425531914893617	0.6419090497162224	1.0338731443994602	1.9881297446514838	0.47818492481236313	8.265965061778093	eyeanom	citalopram
29	1	0.034482758620689655	0.8611136929596281	0.6379217273954116	1.591490299823633	0.21522879566389871	11.768134308515117	eyeanom	valproinezuur
93	1	0.010752688172043012	0.6978126101402955	2.045748987854251	0.48007246376811596	0.06650030766806582	3.4656917922661443	eyeanom	hydroxocobalamine
209	5	0.023923444976076555	0.962821947503088	4.597435897435897	1.092547778605113	0.4437085060020565	2.6901910429669207	eyeanom	omeprazol
9	1	0.1111111111111111	0.4922092581668587	0.19797570850202428	5.585648148148148	0.6945590845524288	44.919814496437894	eyeanom	azathioprine
65	1	0.015384615384615385	0.9524697720988086	1.4298245614035088	0.6928047839506173	0.09552643176016452	5.024561891623154	eyeanom	prednisolon
248	4	0.016129032258064516	0.6739794155735964	5.455330634278003	0.7220331992988968	0.2655127010239154	1.963491534978744	eyeanom	salbutamol
73	1	0.0136986301369863	0.9323837960049	1.6058029689608637	0.6151406035665294	0.08496072976744078	4.45379839829491	eyeanom	cetirizine
11	1	0.09090909090909091	0.5955486650709997	0.24197031039136302	4.467283950617284	0.5685105583238554	35.10335138591109	eyeanom	cabergoline
66	1	0.015151515151515152	0.9676043445921815	1.4518218623481782	0.6820512820512821	0.09406561710916941	4.945419651134695	eyeanom	paroxetine
4594	3	0.00065302568567697	0.44635983919423694	1.859919028340081	3.680243955565236	0.18428294867856226	73.49673786747927	anophtal	foliumzuur
4594	8	0.0017414018284719198	0.041882673395967636	13.019433198380566	0.3761280150290181	0.155703000163619	0.9086034536329056	micropht	foliumzuur
10	1	0.1	0.004990946577249653	0.02834008097165992	41.0	4.960429233291852	338.8819638264348	micropht	oxycodon
248	2	0.008064516129032258	0.33276024270724724	0.702834008097166	3.0564826700898586	0.7080153894078139	13.194750357578235	micropht	salbutamol
11	1	0.09090909090909091	0.007789661404674138	0.031174089068825912	36.895	4.509223589569209	301.8792477154695	micropht	cabergoline
4594	10	0.0021767522855899	0.09568244099779968	6.81970310391363	6.140924956369982	0.7856939916651228	47.9970061115611	glaucoma	foliumzuur
4594	2	0.00043535045711797995	0.6685113758917238	1.859919028340081	1.2260452961672474	0.11112267517368873	13.52727574191586	buphthalmos	foliumzuur
4594	11	0.00239442751414889	0.15460910600123498	14.879352226720648	0.5175145604995048	0.23153213348286425	1.1567349909502607	an_micro	foliumzuur
10	1	0.1	0.00920698675429418	0.032388663967611336	35.63768115942029	4.33734725359114	292.81591815572483	an_micro	oxycodon
248	2	0.008064516129032258	0.4283258235056885	0.8032388663967611	2.638580931263858	0.6170179728663369	11.283478986012348	an_micro	salbutamol
11	1	0.09090909090909091	0.013661492682098403	0.03562753036437247	32.06956521739131	3.942930720426575	260.8356793855225	an_micro	cabergoline
4594	43	0.00936003482803657	0.8987170239340023	44.01808367071525	0.9407979407979408	0.5831514490390051	1.5177888469080087	cataract	foliumzuur
47	2	0.0425531914893617	0.11486120418984447	0.45033738191632927	4.698228663446055	1.1175247795997316	19.75200279848128	cataract	citalopram
29	1	0.034482758620689655	0.6713743358136737	0.2778677462887989	3.7301020408163263	0.5005435541887959	27.797104005167423	cataract	valproinezuur
93	1	0.010752688172043012	0.6752599569061605	0.8910931174089068	1.1253105590062111	0.15465830227464236	8.18788151419206	cataract	hydroxocobalamine
209	1	0.004784688995215311	0.717356366294274	2.0025641025641026	0.4897664835164835	0.06770810412101735	3.5427252245517087	cataract	omeprazol
73	1	0.0136986301369863	0.8096848809077897	0.6994601889338732	1.4418650793650793	0.19758659788504024	10.521841710651117	cataract	cetirizine
4594	26	0.0056595559425337396	0.5384715542285012	28.51875843454791	0.7957092819614711	0.44336584688787767	1.4280605189685682	earanom	foliumzuur
248	2	0.008064516129032258	0.9740605085603096	1.539541160593792	1.3152254249815225	0.3170383706978896	5.456178426321123	earanom	salbutamol
4594	27	0.0058772311710927295	0.5004134491586933	29.758704453441297	0.7868560167662423	0.4440070409952651	1.3944427316589318	earfaceneck	foliumzuur
248	2	0.008064516129032258	0.9316823464965274	1.6064777327935222	1.2576882290562037	0.30357376090412724	5.210528330233645	earfaceneck	salbutamol
4594	1	0.00021767522855898998	0.8047663157637518	0.6199730094466936	1.2262138036141954	0.04112454721549207	36.562111779496156	anotia	foliumzuur
4594	1221	0.2657814540705268	0.3688428005784894	1203.987584345479	1.0518361319987022	0.9451122169415124	1.1706115197180411	heartdef	foliumzuur
10	2	0.2	0.9307418316688798	2.620782726045884	0.7036082474226805	0.14928666750850136	3.3162007974558336	heartdef	oxycodon
5	1	0.2	0.8470488332122743	1.310391363022942	0.7037609479649665	0.07861169417576765	6.300328177295787	heartdef	lithium
47	8	0.1702127659574468	0.20397236551393322	12.317678812415654	0.5758226606210061	0.2686260122359465	1.2343247540503273	heartdef	citalopram
10	3	0.3	0.9307418316688798	2.620782726045884	1.2070286598393871	0.3118184832832269	4.672327856685571	heartdef	lamotrigine
15	2	0.13333333333333333	0.4002717801774921	3.931174089068826	0.43259318001586045	0.09753360003212001	1.9186911929284514	heartdef	carbamazepine
2	1	0.5	0.9690123511906539	0.5241565452091768	2.8165893869139618	0.1760891901275955	45.05203169330227	heartdef	clobazam
29	9	0.3103448275862069	0.7034510987156246	7.600269905533064	1.2682876357992758	0.5765202983896335	2.7901073589506136	heartdef	valproinezuur
34	7	0.20588235294117646	0.5813642740941887	8.910661268556005	0.7290075605321084	0.31695795418890377	1.6767272008458112	heartdef	Tramadol
4	1	0.25	0.6074662717906213	1.0483130904183535	0.9385196634037438	0.0975670543392675	9.027833878561369	heartdef	ondansetron
93	24	0.25806451612903225	0.9760115356316967	24.37327935222672	0.9790996055673936	0.6135419730963193	1.56246203138205	heartdef	hydroxocobalamine
3	2	0.6666666666666666	0.34862269910089627	0.7862348178137651	5.6360824742268045	0.5107753796662734	62.19059672970362	heartdef	escitalopram
209	56	0.2679425837320574	0.9078253843089427	54.774358974358975	1.031473741847393	0.7560868907154522	1.4071637707061766	heartdef	omeprazol
27	8	0.2962962962962963	0.8525700134155179	7.076113360323887	1.1863059924889785	0.5184889207554909	2.7142757568756695	heartdef	fluoxetine
7	2	0.2857142857142857	0.7735997127386637	1.8345479082321188	1.1263917525773195	0.21835740165846715	5.810466559126168	heartdef	alprazolam
9	4	0.4444444444444444	0.38670642386937126	2.3587044534412955	2.255108359133127	0.6049517324900975	8.406478464817594	heartdef	mirtazapine
12	5	0.4166666666666667	0.37334548774959075	3.1449392712550606	2.013791577549967	0.6384014216934669	6.352361351347979	heartdef	venlafaxine
7	1	0.14285714285714285	0.7735997127386637	1.8345479082321188	0.4690022325261892	0.056428312167323524	3.898098058689157	heartdef	clomipramine
2	1	0.5	0.9690123511906539	0.5241565452091768	2.8165893869139618	0.1760891901275955	45.05203169330227	heartdef	levetiracetam
3	1	0.3333333333333333	0.7070190502847564	0.7862348178137651	1.4080370942812983	0.12760473577865894	15.536793730845933	heartdef	thiamazol
1	1	1.0	0.5884685245660004	0.2620782726045884	5.634209170530655	0.18894574794667796	168.00755413797535	heartdef	adalimumab
25	8	0.32	0.6658226900598878	6.55195681511471	1.3263580509763369	0.5715002336392901	3.07825889796592	heartdef	cyproteronethinylestradiol
3	2	0.6666666666666666	0.34862269910089627	0.7862348178137651	5.6360824742268045	0.5107753796662734	62.19059672970362	heartdef	gelekoortsvaccin
9	5	0.5555555555555556	0.10436577040862628	2.3587044534412955	3.5260712441920496	0.9458978652881224	13.14431385816786	heartdef	azathioprine
13	6	0.46153846153846156	0.18644890035348094	3.407017543859649	2.417798110979929	0.8115593646816328	7.203105477997094	heartdef	prednison
6	1	0.16666666666666666	0.9463403318995406	1.5724696356275303	0.5629057187017001	0.065723373258039	4.8211592381759	heartdef	beclometasonformoterol
65	13	0.2	0.31660173334331576	17.035087719298247	0.7019180922757906	0.38139663856156114	1.2918021777073412	heartdef	prednisolon
248	64	0.25806451612903225	0.9419945776206452	64.99541160593792	0.9786544427466778	0.7328317323929442	1.3069364711874327	heartdef	salbutamol
3	1	0.3333333333333333	0.7070190502847564	0.7862348178137651	1.4080370942812983	0.12760473577865894	15.536793730845933	heartdef	propylthiouracil
5	2	0.4	0.8470488332122743	1.310391363022942	1.8780068728522337	0.313569974364851	11.247600544740065	heartdef	hydroxychloroquine
73	14	0.1917808219178082	0.2154108196370052	19.131713900134955	0.6657113721077431	0.3708789849444252	1.1949224651269517	heartdef	cetirizine
9	3	0.3333333333333333	0.9146585718459651	2.3587044534412955	1.408457968024755	0.35191116499858566	5.637086983871035	heartdef	clonazepam
4	2	0.5	0.6074662717906213	1.0483130904183535	2.8175257731958765	0.39661502350433614	20.0155087734245	heartdef	haloperidol
11	2	0.18181818181818182	0.7927880436158594	2.8828609986504725	0.6253150057273769	0.13499066561048242	2.8966362571773687	heartdef	cabergoline
18	9	0.5	0.04237337410807612	4.717408906882591	2.8241076047594413	1.119409615530887	7.124812626768127	heartdef	cotrimoxazol
6	1	0.16666666666666666	0.9463403318995406	1.5724696356275303	0.5629057187017001	0.065723373258039	4.8211592381759	heartdef	lorazepam
66	24	0.36363636363636365	0.08116341516431302	17.297165991902833	1.6165648741248324	0.976369992154882	2.6765283788440017	heartdef	paroxetine
39	13	0.3333333333333333	0.40540472051471965	10.221052631578948	1.4105754276827371	0.7234009938455833	2.750511893279291	heartdef	sumatriptan
4594	461	0.10034828036569439	0.6629775569567176	455.0601889338731	1.0390088176199959	0.8874941938611908	1.2163902936597093	severechd	foliumzuur
5	1	0.2	0.9943563527497224	0.49527665317139	2.2755798090040926	0.2540057832336584	20.38639987335897	severechd	lithium
47	3	0.06382978723404255	0.5713618025468062	4.655600539811066	0.6185797786344982	0.19159965338383272	1.9970857763972987	severechd	citalopram
10	2	0.2	0.5894454347883292	0.99055330634278	2.2773224043715845	0.48269736073775094	10.744200725535833	severechd	lamotrigine
15	2	0.13333333333333333	0.9902184726628134	1.48582995951417	1.4003783102143759	0.3154004988238441	6.217680121089959	severechd	carbamazepine
29	2	0.06896551724137931	0.8164862547274622	2.8726045883940623	0.6728395061728395	0.15967868464505244	2.8351498640738497	severechd	valproinezuur
34	2	0.058823529411764705	0.6175114128763327	3.367881241565452	0.5672814207650273	0.13567480120808295	2.3719084714311394	severechd	Tramadol
4	1	0.25	0.8620674158509664	0.396221322537112	3.0345611641655297	0.315250003306155	29.210345321134774	severechd	ondansetron
93	10	0.10752688172043011	0.919907011682885	9.212145748987854	1.0971510350795446	0.5667561431138388	2.1239123887790576	severechd	hydroxocobalamine
3	2	0.6666666666666666	0.0200656460930068	0.297165991902834	18.237704918032787	1.6517290383846845	201.37315076964342	severechd	escitalopram
209	16	0.07655502392344497	0.32358830992546217	20.702564102564104	0.7485386869109646	0.4469430777053371	1.2536499472798528	severechd	omeprazol
27	1	0.037037037037037035	0.4484464149648534	2.674493927125506	0.348934830517368	0.04728197529376592	2.575093684045764	severechd	fluoxetine
7	1	0.14285714285714285	0.8066179315302912	0.6933873144399461	1.5165984538426558	0.18233557985864116	12.61449285971013	severechd	alprazolam
9	3	0.3333333333333333	0.07251428861770634	0.891497975708502	4.562243502051984	1.138610415908281	18.280234820627363	severechd	mirtazapine
12	3	0.25	0.20472697763446768	1.188663967611336	3.040127678978568	0.8212131079777835	11.254540648103795	severechd	venlafaxine
3	1	0.3333333333333333	0.694995501579584	0.297165991902834	4.552523874488404	0.4123077431219031	50.267000737988106	severechd	thiamazol
1	1	1.0	0.17952261122648075	0.099055330634278	18.21555252387449	0.6105848762957218	543.4238000833284	severechd	adalimumab
25	2	0.08	0.9873637674398388	2.47638326585695	0.7903302447137087	0.18596005032123042	3.3589036711393048	severechd	cyproteronethinylestradiol
3	2	0.6666666666666666	0.0200656460930068	0.297165991902834	18.237704918032787	1.6517290383846845	201.37315076964342	severechd	gelekoortsvaccin
9	1	0.1111111111111111	0.6620363635894717	0.891497975708502	1.1371077762619373	0.14202299271649027	9.104258895716368	severechd	azathioprine
13	2	0.15384615384615385	0.8436265255412074	1.287719298245614	1.6554893194237457	0.3662382127537413	7.483230289158564	severechd	prednison
65	2	0.03076923076923077	0.10048278375694501	6.43859649122807	0.28679850810998353	0.07003399196795947	1.1744780204981489	severechd	prednisolon
248	20	0.08064516129032258	0.3793717294156701	24.565721997300944	0.7921765197306992	0.49830581334344204	1.2593544398008631	severechd	salbutamol
3	1	0.3333333333333333	0.694995501579584	0.297165991902834	4.552523874488404	0.4123077431219031	50.267000737988106	severechd	propylthiouracil
5	1	0.2	0.9943563527497224	0.49527665317139	2.2755798090040926	0.2540057832336584	20.38639987335897	severechd	hydroxychloroquine
73	4	0.0547945205479452	0.28224186983965616	7.231039136302294	0.5246773873337304	0.19092905522128567	1.4418253966652352	severechd	cetirizine
4	1	0.25	0.8620674158509664	0.396221322537112	3.0345611641655297	0.315250003306155	29.210345321134774	severechd	haloperidol
18	2	0.1111111111111111	0.8231036939092213	1.782995951417004	1.1372950819672132	0.26098295750473177	4.9560328223476375	severechd	cotrimoxazol
66	7	0.10606060606060606	0.9875665602224404	6.537651821862348	1.0798731727787751	0.4914471589763664	2.372841205789481	severechd	paroxetine
39	8	0.20512820512820512	0.050634468960622826	3.863157894736842	2.3620367901892827	1.08168357886263	5.157901910717863	severechd	sumatriptan
4594	11	0.00239442751414889	0.984218734290609	10.539541160593792	1.1240817514001018	0.4152557107560543	3.0428474578475013	comarttrun	foliumzuur
248	1	0.004032258064516129	0.9258236898716654	0.5689608636977058	1.8081983805668016	0.23884705804941636	13.689016771594206	comarttrun	salbutamol
4594	86	0.01872006965607314	0.1914986239554961	94.23589743589744	0.7948831706595682	0.5747707874850346	1.0992890883729167	dtranspos	foliumzuur
